대분류,기준품목,세부품목,대표검색어,별칭·검색변형,산지명여부,산지,주출하시작월,주출하종료월,제철표시,소싱확인권장월,상품등록권장월,시즌유형,판매우선도,시즌근거수준,DB구분,출처·메모
채소,과채류,미니단호박,미니단호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,미니오이,미니오이,미니,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,미니파프리카,미니파프리카,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,밤호박,밤호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,방울토마토,방울토마토,방울,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,백가지,백가지,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,백다다기오이,백다다기오이,"백오이, 백다다기",N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,보우짱단호박,보우짱단호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,빨강파프리카,빨강파프리카,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,송이토마토,송이토마토,송이,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,수세미,수세미,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,스테비아토마토,스테비아토마토,스테비아,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,아삭이고추,아삭이고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,애호박,애호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,여주,여주,,Y,여주,4,10,4~10월,2,3,중장기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,오이,오이,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,오이고추,오이고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,완숙토마토,완숙토마토,완숙,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,조선호박,조선호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,주황방울토마토,주황방울토마토,주황방울,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,주황파프리카,주황파프리카,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,쥬키니호박,쥬키니호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,짭짤이토마토,짭짤이토마토,짭짤이,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,찰토마토,찰토마토,찰,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,청가지,청가지,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,청양고추,청양고추,"고추, 청양고추",Y,청양,4,10,4~10월,2,3,중장기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,청피망,청피망,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,취청오이,취청오이,취청,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,쿠마토,쿠마토,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,토마토,토마토,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,파드론고추,파드론고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,파프리카,파프리카,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,페페론치노,페페론치노,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,풋고추,풋고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,풋호박,풋호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,피망,피망,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,피클오이,피클오이,피클,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,할라피뇨,할라피뇨,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,홍고추,홍고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,홍피망,홍피망,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,흑가지,흑가지,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,흑토마토,흑토마토,흑,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,가을무,가을무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,강화순무,강화순무,"순무, 강화순무",Y,강화,9,3,9~12월·1~3월,7,8,겨울·월동,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,고랭지무,고랭지무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,골든비트,골든비트,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,단마,단마,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,당근,당근,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,더덕,더덕,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,도라지,도라지,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,동치미무,동치미무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,둥근마,둥근마,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,래디시,래디시,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,레드비트,레드비트,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,마,마,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,무,무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,미니당근,미니당근,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,봄무,봄무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,비트,비트,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,세척당근,세척당근,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,셀러리악,셀러리악,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,순무,순무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,알타리무,알타리무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,야콘,야콘,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,여름무,여름무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,연근,연근,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,열매마,열매마,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,열무,열무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,우엉,우엉,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,월동무,월동무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,장마,장마,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,제주무,제주무,"무, 제주무",Y,제주,9,3,9~12월·1~3월,7,8,겨울·월동,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,초롱무,초롱무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,총각무,총각무,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,콜라비,콜라비,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,토란,토란,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,파스닙,파스닙,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,근채류,흙당근,흙당근,,N,,9,3,9~12월·1~3월,7,8,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,강황,강황,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,고수,고수,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,고추냉이잎,고추냉이잎,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,구강,구강,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,딜,딜,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,레몬그라스,레몬그라스,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,레몬밤,레몬밤,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,로즈마리,로즈마리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,맹종죽순,맹종죽순,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,민트,민트,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,바질,바질,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,분죽순,분죽순,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,생강,생강,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,애플민트,애플민트,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,와사비잎,와사비잎,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,울금,울금,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,죽순,죽순,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,타임,타임,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,페퍼민트,페퍼민트,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,햇생강,햇생강,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,기타채소,향채,향채,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,가시오가피순,가시오가피순,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,개두릅,개두릅,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,갯방풍,갯방풍,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,건고사리,건고사리,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,고구마순,고구마순,고구마순,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,고비,고비,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,고사리,고사리,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,곤달비,곤달비,곤달비나물,N,,3,6,3~6월,1,2,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,나물산채,곤드레,곤드레,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,곰취,곰취,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,냉이,냉이,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,눈개승마,눈개승마,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,나물산채,달래,달래,,N,,3,6,3~6월,1,2,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
